Time,Today Yield(kWh),Energy to Grid(kWh),Energy from Grid(kWh),Energy to Battery(kWh),Energy from Battery(kWh),Load Consumption(kWh),Generation(kWh),GEN(kWh),Smart Load(kWh),AC Coupled(kWh)
2026-05-28,31.28,0,2.46,15.0,13.77,32.5,31.28,0,0,0
2026-05-29,28.95,0,1.96,15.0,14.08,29.99,28.95,0,0,0
2026-05-30,22.21,0,4.98,10.0,9.34,26.53,22.21,0,0,0
2026-05-31,29.88,0.05,2.85,14.89,13.42,31.26,29.88,0,0,0
2026-06-01,25.78,0,5.98,11.6,10.99,31.15,25.78,0,0,0
2026-06-02,19.36,0,8.69,8.71,8.26,27.6,19.36,0,0,0
2026-06-03,22.91,0,7.93,10.31,9.66,30.19,22.91,0,0,0
2026-06-04,23.59,0,4.16,10.61,9.58,26.71,23.59,0,0,0
2026-06-05,27.98,0,3.94,15.0,13.8,30.72,27.98,0,0,0
2026-06-06,22.47,0.05,5.79,10.11,9.53,27.68,22.47,0,0,0
2026-06-07,22.08,0,5.76,9.93,9.18,27.08,22.08,0,0,0
2026-06-08,28.8,0,5.38,12.96,11.76,32.99,28.8,0,0,0
2026-06-09,26.9,0,3.49,15.0,14.03,29.41,26.9,0,0,0
2026-06-10,29.97,0,1.84,15.0,14.05,30.86,29.97,0,0,0
2026-06-11,27.11,0,3.65,12.81,11.67,29.62,27.11,0,0,0
2026-06-12,15.05,0,12.65,6.77,6.23,27.16,15.05,0,0,0
2026-06-13,28.43,0,2.47,14.27,12.94,29.58,28.43,0,0,0
2026-06-14,23.15,0,9.32,10.42,9.72,31.77,23.15,0,0,0
2026-06-15,25.01,0,6.48,11.25,10.2,30.44,25.01,0,0,0
2026-06-16,27.67,0,2.39,15.0,14.2,29.27,27.67,0,0,0
2026-06-17,25.94,0,2.33,11.97,10.96,27.26,25.94,0,0,0
2026-06-18,28.22,0,3.11,15.0,14.16,30.49,28.22,0,0,0
2026-06-19,27.13,0,2.83,13.25,12.13,28.84,27.13,0,0,0
2026-06-20,30.28,0,5.61,13.63,12.59,34.86,30.28,0,0,0
2026-06-21,21.11,0.05,10.25,9.5,8.86,30.72,21.11,0,0,0
2026-06-22,30.28,0.05,3.21,14.83,13.97,32.62,30.28,0,0,0
2026-06-23,28.67,0.05,3.94,15.0,13.55,31.16,28.67,0,0,0
2026-06-24,26.83,0.05,1.92,13.59,12.69,27.84,26.83,0,0,0
2026-06-25,21.71,0.05,8.05,9.77,9.23,29.22,21.71,0,0,0
2026-06-26,23.62,0,5.96,10.63,9.99,28.94,23.62,0,0,0
2026-06-27,26.41,0,2.97,13.38,12.6,28.6,26.41,0,0,0
2026-06-28,30.28,0,1.89,14.11,13.16,31.22,30.28,0,0,0
2026-06-29,24.97,0,6.77,11.24,10.26,30.77,24.97,0,0,0
2026-06-30,30.28,0,3.93,14.45,13.18,32.94,30.28,0,0,0
2026-07-01,24.74,0,6.77,11.13,10.37,30.75,24.74,0,0,0
2026-07-02,23.44,0,4.07,10.8,10.08,26.79,23.44,0,0,0
2026-07-03,19.25,0,10.74,8.66,7.82,29.15,19.25,0,0,0
2026-07-04,28.87,0.05,2.34,15.0,13.69,29.89,28.87,0,0,0
2026-07-05,26.6,0,2.71,15.0,14.14,28.45,26.6,0,0,0
2026-07-06,28.75,0,3.63,14.77,13.38,30.99,28.75,0,0,0
2026-07-07,21.56,0,10.67,9.7,9.12,31.64,21.56,0,0,0
2026-07-08,29.46,0,1.53,14.71,13.63,29.92,29.46,0,0,0
2026-07-09,29.46,0,3.81,13.26,12.56,32.57,29.46,0,0,0
2026-07-10,24.89,0,2.83,11.69,10.77,26.8,24.89,0,0,0
2026-07-11,28.43,0,1.96,13.99,12.89,29.28,28.43,0,0,0
2026-07-12,28.53,0,2.35,15.0,13.99,29.88,28.53,0,0,0
2026-07-13,23.17,0,7.54,10.43,9.64,29.92,23.17,0,0,0
2026-07-14,29.11,0,3.52,15.0,13.52,31.15,29.11,0,0,0
2026-07-15,27.43,0.05,2.78,15.0,13.78,28.99,27.43,0,0,0
2026-07-16,23.32,0,9.07,10.5,9.87,31.77,23.32,0,0,0
2026-07-17,28.52,0,3.94,15.0,14.14,31.6,28.52,0,0,0
2026-07-18,18.37,0,9.25,8.27,7.59,26.94,18.37,0,0,0
2026-07-19,25.21,0.05,2.82,15.0,14.22,27.25,25.21,0,0,0
2026-07-20,17.95,0,4.87,8.08,7.67,22.41,17.95,0,0,0
2026-07-21,26.88,0,4.67,12.1,11.21,30.67,26.88,0,0,0
2026-07-22,26.6,0,3.2,15.0,13.6,28.39,26.6,0,0,0
2026-07-23,20.86,0,10.88,9.39,8.7,31.05,20.86,0,0,0
2026-07-24,28.97,0,3.32,13.8,13.1,31.59,28.97,0,0,0
2026-07-25,26.39,0,3.5,15.0,13.93,28.83,26.39,0,0,0
2026-07-26,24.67,0,4.9,11.1,10.45,28.92,24.67,0,0,0
2026-07-27,27.48,0,3.38,13.12,12.27,30.0,27.48,0,0,0
2026-07-28,19.67,0,11.5,8.85,8.37,30.69,19.67,0,0,0
2026-07-29,26.28,0.05,4.59,11.83,10.96,30.0,26.28,0,0,0
2026-07-30,27.84,0,1.6,13.09,12.25,28.6,27.84,0,0,0
2026-07-31,29.21,0,3.25,15.0,14.13,31.59,29.21,0,0,0
2026-08-01,24.21,0,5.81,10.89,10.08,29.2,24.21,0,0,0
2026-08-02,20.32,0,8.38,9.14,8.61,28.17,20.32,0,0,0
2026-08-03,21.85,0.05,4.31,9.83,9.03,25.36,21.85,0,0,0
2026-08-04,23.8,0,2.02,11.55,10.6,24.88,23.8,0,0,0
2026-08-05,21.27,0,5.3,9.57,9.07,26.06,21.27,0,0,0
2026-08-06,27.07,0,3.39,13.98,12.72,29.2,27.07,0,0,0
2026-08-07,23.3,0.05,1.93,11.43,10.37,24.18,23.3,0,0,0
2026-08-08,28.64,0,4.23,12.89,12.23,32.22,28.64,0,0,0
2026-08-09,18.55,0,4.74,8.35,7.84,22.78,18.55,0,0,0
2026-08-10,20.46,0,9.13,9.21,8.5,28.88,20.46,0,0,0
2026-08-11,22.19,0,6.41,9.99,9.38,28.0,22.19,0,0,0
2026-08-12,18.56,0,11.79,8.35,7.77,29.76,18.56,0,0,0
2026-08-13,25.12,0,2.67,14.96,13.52,26.35,25.12,0,0,0
2026-08-14,26.27,0.05,1.6,13.58,12.28,26.57,26.27,0,0,0
2026-08-15,20.48,0.05,7.11,9.22,8.59,26.97,20.48,0,0,0
2026-08-16,20.31,0,5.79,9.14,8.3,25.26,20.31,0,0,0
2026-08-17,26.36,0,2.35,12.24,11.35,27.81,26.36,0,0,0
2026-08-18,24.73,0,1.92,11.5,10.7,25.84,24.73,0,0,0
2026-08-19,23.92,0.05,2.31,11.32,10.45,25.36,23.92,0,0,0
2026-08-20,23.01,0.05,4.05,10.55,9.77,26.27,23.01,0,0,0
2026-08-21,28.17,0,1.97,14.15,12.87,28.86,28.17,0,0,0
2026-08-22,19.42,0,6.03,8.74,8.07,24.78,19.42,0,0,0
2026-08-23,23.81,0,4.29,10.72,9.89,27.29,23.81,0,0,0
2026-08-24,27.34,0,3.66,14.51,13.62,30.11,27.34,0,0,0
2026-08-25,19.01,0,13.61,8.56,7.77,31.84,19.01,0,0,0
2026-08-26,26.88,0,2.64,14.85,13.77,28.45,26.88,0,0,0
2026-08-27,26.39,0,3.94,15.0,13.81,29.15,26.39,0,0,0
2026-08-28,25.94,0,4.41,11.67,10.97,29.65,25.94,0,0,0
2026-08-29,27.19,0,2.05,13.01,12.31,28.52,27.19,0,0,0
2026-08-30,27.72,0.05,3.9,15.0,13.53,30.15,27.72,0,0,0
2026-08-31,27.36,0,3.89,15.0,14.2,30.45,27.36,0,0,0
2026-09-01,17.43,0,3.67,7.85,7.08,20.33,17.43,0,0,0
2026-09-02,24.63,0,2.05,11.27,10.49,25.91,24.63,0,0,0
2026-09-03,28.64,0,2.87,14.52,13.46,30.46,28.64,0,0,0
2026-09-04,23.19,0.05,4.54,10.43,9.57,26.87,23.19,0,0,0
2026-09-05,25.75,0.05,2.89,12.37,11.39,27.66,25.75,0,0,0
2026-09-06,23.4,0,3.07,10.97,10.0,25.5,23.4,0,0,0
2026-09-07,13.88,0,17.43,6.24,5.82,30.89,13.88,0,0,0
2026-09-08,20.39,0,11.76,9.18,8.32,31.29,20.39,0,0,0
2026-09-09,26.8,0,3.22,15.0,14.02,29.04,26.8,0,0,0
2026-09-10,27.4,0,4.13,12.65,11.47,30.36,27.4,0,0,0
2026-09-11,27.86,0,2.92,15.0,13.81,29.59,27.86,0,0,0
2026-09-12,28.64,0,2.13,14.41,12.98,29.35,28.64,0,0,0
2026-09-13,22.22,0,7.12,10.0,9.15,28.49,22.22,0,0,0
2026-09-14,22.72,0,7.05,10.22,9.7,29.24,22.72,0,0,0
2026-09-15,23.35,0,2.68,11.94,10.89,24.98,23.35,0,0,0
2026-09-16,20.41,0,4.14,9.18,8.57,23.94,20.41,0,0,0
2026-09-17,28.24,0,3.85,15.0,13.61,30.7,28.24,0,0,0
2026-09-18,21.05,0,7.62,9.47,8.6,27.8,21.05,0,0,0
2026-09-19,22.5,0,5.15,10.12,9.23,26.75,22.5,0,0,0
2026-09-20,25.39,0,2.61,15.0,13.83,26.83,25.39,0,0,0
2026-09-21,24.69,0,6.53,11.11,10.23,30.34,24.69,0,0,0
2026-09-22,25.64,0,2.01,13.02,12.07,26.7,25.64,0,0,0
